"","X1","X2","X3","Class"
"722",0.00766,0.536,0.892,2
"723",0.0109,2,0.326,2
"724",-0.0169,2,0.0703,2
"725",-0.0318,0.964,-0.953,2
"726",0.0484,1.1,-1.06,2
"727",0.0562,0.318,0.659,2
"728",-0.0224,0.189,0.626,2
"729",-0.0386,0.824,-0.938,2
"730",0.0158,0.348,-0.67,2
"731",0.0213,1.82,-0.633,2
"732",-0.0679,0.123,0.345,2
"733",0.0692,0.171,-0.459,2
"734",-0.00386,0.329,0.827,2
"735",0.0615,0.0925,-0.404,2
"736",-0.00225,0.76,-0.978,2
"737",0.0282,1.69,-0.702,2
"738",-0.0123,0.0536,0.52,2
"739",-0.00815,1.65,0.764,2
"740",0.00145,0.276,0.688,2
"741",0.0801,0.221,0.564,2
"742",-0.016,1.8,0.534,2
"743",0.00802,0.846,-0.991,2
"744",0.0107,1.92,0.524,2
"745",0.0434,1.06,0.991,2
"746",0.035,0.0503,-0.474,2
"747",0.00698,1.48,-0.871,2
"748",-0.00885,1.85,-0.532,2
"749",0.0476,1.99,0.0484,2
"750",-0.003,0.171,0.444,2
"751",-0.0715,-0.015,0.121,2
"752",0.0242,2.09,-0.0483,2
"753",0.0122,1.37,0.84,2
"754",-0.0466,1.61,-0.69,2
"755",0.00394,1.72,-0.752,2
"756",0.00985,-0.00888,-0.131,2
"757",0.0284,1.6,0.791,2
"758",0.0303,0.535,0.975,2
"759",0.026,0.844,-1.02,2
"760",-0.0604,1.7,-0.643,2
"761",0.00622,1.22,-0.985,2
"762",-0.0654,0.0461,0.137,2
"763",0.000749,0.746,-0.967,2
"764",-0.019,0.02,-0.0104,2
"765",-0.0401,0.469,0.863,2
"766",0.0561,0.131,-0.621,2
"767",-0.00384,1.13,-0.993,2
"768",-0.0266,2.05,0.137,2
"769",-0.0144,1.65,-0.728,2
"770",0.015,0.0274,-0.258,2
"771",-0.0874,0.902,1.03,2
"772",-0.00736,1.7,0.669,2
"773",-0.0552,1.71,-0.707,2
"774",-0.000199,1.21,0.977,2
"775",0.0242,0.386,-0.813,2
"776",-0.0385,1.8,-0.475,2
"777",-0.0765,0.499,-0.806,2
"778",0.0257,1.93,-0.285,2
"779",-0.0577,1.59,0.847,2
"780",0.0352,0.695,-0.891,2
"781",0.0251,0.000448,-0.179,2
"782",0.000919,1.49,-0.868,2
"783",0.0622,1.46,-0.914,2
"784",-0.0141,1.65,0.627,2
"785",-0.0844,1.88,-0.414,2
"786",-0.0118,0.72,-0.964,2
"787",-0.0693,1.88,0.391,2
"788",0.0199,0.768,-0.938,2
"789",0.0505,1.65,0.872,2
"790",0.0194,0.123,0.507,2
"791",0.0673,0.205,0.587,2
"792",-0.0154,0.23,0.605,2
"793",-0.0369,0.862,-0.98,2
"794",0.0757,1.79,0.6,2
"795",-0.0106,1.03,1.05,2
"796",0.0235,0.879,0.987,2
"797",0.0215,0.703,-0.971,2
"798",0.0471,1.61,-0.7,2
"799",-0.0287,1.09,0.975,2
"800",-0.0461,1.93,0.378,2
"801",0.0459,0.911,-1.03,2
"802",-8.77e-05,0.68,-1.02,2
"803",-0.00454,2,-0.0628,2
"804",-0.000586,0.0126,-0.049,2
"805",-0.0416,1.72,0.775,2
"806",0.0341,0.886,1.03,2
"807",0.00453,5.57e-05,-0.203,2
"808",0.0525,0.216,-0.622,2
"809",-0.0423,0.101,0.531,2
"810",-0.00358,0.275,-0.685,2
"811",0.037,1.6,0.885,2
"812",0.00931,0.00193,-0.0216,2
"813",0.0192,0.0862,0.37,2
"814",-0.0378,0.0479,-0.504,2
"815",0.014,1.87,-0.464,2
"816",0.0137,1.56,-0.782,2
"817",-0.00423,0.0126,-0.202,2
"818",-0.00373,0.129,0.314,2
"819",-0.0171,0.181,0.585,2
"820",0.055,1.85,0.449,2
"821",0.0647,0.136,0.381,2
"822",0.0389,0.000359,0.283,2
"823",0.0838,0.0987,0.447,2
"824",0.0351,1.24,0.974,2
"825",-0.0111,1.78,0.594,2
"826",0.000201,1.93,0.327,2
"827",0.0619,1.71,-0.654,2
"828",-0.0698,1.7,0.765,2
"829",-0.0188,0.725,0.903,2
"830",-0.00427,0.193,-0.595,2
"831",-0.0349,1.76,-0.639,2
"832",0.0565,1.91,0.19,2
"833",-0.0638,0.101,-0.43,2
"834",0.048,1.48,-0.939,2
"835",-0.061,2.04,0.181,2
"836",0.0626,0.714,0.905,2
"837",-0.0267,0.127,0.419,2
"838",-0.0204,1.95,0.128,2
"839",-0.0163,1.9,-0.41,2
"840",0.0923,0.424,-0.775,2
"841",0.035,1.42,-0.928,2
"842",0.0498,0.497,-0.827,2
"843",0.0189,0.0762,-0.0654,2
"844",0.036,0.621,0.836,2
"845",0.0671,0.368,-0.854,2
"846",0.0253,1.32,-0.907,2
"847",-0.00343,1.52,0.867,2
"848",-0.0832,1.55,0.856,2
"849",0.00244,2.03,0.162,2
"850",0.049,-0.00645,0.0192,2
"851",0.0188,1.95,-0.188,2
"852",0.0325,1.76,0.735,2
"853",0.00743,0.725,-0.96,2
"854",0.0249,1.13,-1,2
"855",0.0544,1.69,0.654,2
"856",-0.0847,0.212,-0.635,2
"857",0.053,0.623,0.883,2
"858",-0.0331,1.67,-0.698,2
"859",-0.00198,1.8,0.593,2
"860",0.0343,1.31,0.984,2
"861",0.00506,0.0616,-0.359,2
"862",0.0769,0.319,0.781,2
"863",0.00998,1.97,0.17,2
"864",-0.0169,1.67,-0.721,2
"865",0.0477,1.9,-0.583,2
"866",0.0478,0.0974,-0.488,2
"867",0.00297,0.0944,0.177,2
"868",-0.023,0.0197,0.134,2
"869",0.0109,0.0411,0.172,2
"870",0.0287,0.384,-0.849,2
"871",-0.0254,0.412,0.875,2
"872",0.0181,0.77,0.967,2
"873",-0.000431,0.0951,0.427,2
"874",-0.071,0.131,0.429,2
"875",-0.0225,0.0945,0.271,2
"876",0.044,0.963,0.934,2
"877",-0.0464,0.736,-0.993,2
"878",0.0279,0.0787,0.328,2
"879",0.00272,1.64,-0.781,2
"880",0.0153,0.377,0.836,2
"881",0.0767,1.81,0.657,2
"882",-0.0397,-0.0579,0.0858,2
"883",-0.00152,1.98,-0.183,2
"884",-0.00573,1.99,-0.0836,2
"885",-0.00293,1.82,-0.569,2
"886",-0.0289,1.91,-0.414,2
"887",-0.0395,0.18,0.675,2
"888",-0.0296,0.134,0.516,2
"889",0.0254,0.207,-0.654,2
"890",0.0583,0.0745,-0.45,2
"891",-0.0399,1.99,-0.15,2
"892",-0.00578,0.458,0.835,2
"893",-0.00442,0.951,-0.995,2
"894",0.0146,-0.00193,0.0474,2
"895",-0.0766,0.513,0.855,2
"896",0.0846,0.0547,-0.406,2
"897",-0.0343,1.92,-0.102,2
"898",-0.0249,0.371,-0.661,2
"899",0.0838,1.76,-0.713,2
"900",0.0575,0.12,-0.431,2
"901",0.014,0.14,-0.494,2
"902",0.0386,1.61,-0.759,2
"903",-0.0491,1.86,0.539,2
"904",-0.0118,1.97,-0.19,2
"905",-0.00828,0.0341,0.0569,2
"906",-0.0237,0.391,0.862,2
"907",-0.0445,1.89,0.374,2
"908",0.0516,0.81,0.959,2
"909",0.0693,1.16,1.01,2
"910",0.0172,1.35,-0.925,2
"911",-0.00323,0.74,-0.961,2
"912",0.00663,1.75,-0.653,2
"913",-0.0836,1.73,-0.758,2
"914",-0.0128,0.0876,-0.179,2
"915",0.0625,1.83,-0.464,2
"916",-0.0428,0.57,0.875,2
"917",-0.00794,0.0626,-0.331,2
"918",0.0101,0.696,-0.921,2
"919",-0.0253,0.91,-1,2
"920",-0.0561,0.095,-0.429,2
"921",0.0283,1.84,0.425,2
"922",-0.0342,1.91,-0.186,2
"923",-0.00101,0.389,-0.81,2
"924",0.000969,0.613,-0.827,2
"925",0.0128,2.01,0.0186,2
"926",0.00632,0.673,-0.998,2
"927",-0.0228,1.49,0.878,2
"928",0.0223,0.191,-0.609,2
"929",-0.0487,0.497,-0.776,2
"930",-0.0196,1.57,0.845,2
"931",0.00587,1.65,-0.773,2
"932",0.0082,0.197,0.688,2
"933",-0.0627,0.516,-0.895,2
"934",0.0465,1.3,0.961,2
"935",0.0213,1.17,1.01,2
"936",0.000526,0.662,0.94,2
"937",0.00361,0.989,0.979,2
"938",0.0292,0.103,-0.442,2
"939",0.00673,0.311,0.603,2
"940",0.0466,0.504,-0.86,2
"941",0.0262,0.0829,-0.573,2
"942",-0.0204,0.334,-0.705,2
"943",-0.0039,0.894,-1.01,2
"944",0.0561,1.42,0.851,2
"945",0.00935,1.03,0.905,2
"946",0.0319,1.79,-0.633,2
"947",0.0108,0.244,0.519,2
"948",0.00904,1.45,0.877,2
"949",0.0945,0.0764,0.448,2
"950",0.0131,0.0679,-0.394,2
"951",-0.0175,0.426,0.767,2
"952",0.0173,0.609,-0.924,2
"953",-0.0327,1.75,-0.542,2
"954",0.0416,0.445,0.742,2
"955",-0.00591,0.479,0.801,2
"956",0.0454,0.335,-0.767,2
"957",0.0241,0.233,-0.478,2
"958",-0.000667,0.0688,0.386,2
"959",-0.0496,1.8,0.579,2
"960",0.0264,0.0973,-0.407,2
"961",0.0267,0.369,0.771,2
"962",-0.0457,0.763,-0.954,2
"963",-0.0116,1.7,-0.661,2
"964",0.073,0.451,-0.821,2
"965",0.042,0.0655,0.412,2
"966",0.00687,0.134,0.5,2
"967",0.0543,0.0672,0.45,2
"968",-0.0763,1.82,0.572,2
"969",0.00165,0.235,-0.604,2
"970",-0.000644,1.82,-0.579,2
"971",-0.0022,0.458,0.804,2
"972",-0.000554,0.214,0.497,2
"973",-0.022,0.00744,0.131,2
"974",0.014,0.083,-0.434,2
"975",-0.0967,1.33,-0.968,2
"976",-0.0261,0.468,-0.871,2
"977",-0.0514,1,1.01,2
"978",-0.0283,2,-0.0175,2
"979",-0.0696,2.05,-0.0881,2
"980",-0.0805,-0.0374,-0.12,2
"981",0.0431,0.673,-0.937,2
"982",0.00803,1.77,-0.636,2
"983",-0.0255,1.45,0.923,2
"984",-0.00861,2.05,0.0416,2
"985",-0.00929,0.252,0.748,2
"986",-0.0793,0.573,-0.93,2
"987",0.0195,1.94,0.249,2
"988",0.0564,0.0324,0.422,2
"989",0.084,0.639,-0.899,2
"990",-0.00884,1.77,-0.669,2
"991",-0.048,-0.0126,0.264,2
"992",-0.0289,1.36,-0.879,2
"993",-0.0731,0.649,-0.901,2
"994",0.00323,0.184,0.572,2
"995",-0.0561,1.18,0.91,2
"996",0.0152,0.0531,-0.361,2
"997",0.0516,0.691,0.875,2
"998",-0.00511,1.39,-0.947,2
"999",-0.0671,0.714,0.881,2
"1000",-0.0577,0.428,-0.73,2
